ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
1755,1755,Divya Patil,41,6,4,3,2
1756,1756,Lakshmi,57,4,6,2,2
1757,1757,Divya,57,10,6,4,2
1758,1758,Asha Kulkarni,43,10,5,4,2
1759,1759,Raghavendra Fernandes,69,9,6,5,1
1760,1760,Lokesh Swamy,29,1,4,2,1
1761,1761,Santosh Gowda,20,6,4,3,1
1762,1762,Prakash Sheikh,22,1,4,2,1
1763,1763,Divya D'Souza,47,1,3,5,2
1764,1764,Vinay Naik,46,9,4,2,1
1765,1765,Divya Rao,56,3,5,3,2
1766,1766,Mahesh Acharya,49,9,3,1,1
1767,1767,Lakshmi Acharya,32,5,4,3,2
1768,1768,Shivakumar Fernandes,19,3,4,1,1
1769,1769,Fathima Swamy,23,5,3,3,2
1770,1770,Ravi Poojary,52,7,3,2,1
1771,1771,Roopa Shetty,22,10,2,2,2
1772,1772,Shivakumar,54,8,5,2,1
1773,1773,Abdul Poojary,53,1,1,2,1
1774,1774,Chandrashekar Desai,53,3,5,4,1
1775,1775,Salman Hegde,68,10,5,3,1
1776,1776,Savitha Hegde,61,7,1,1,2
1777,1777,Chandrashekar Gowda,70,5,6,2,1
1778,1778,Lakshmi Gowda,34,2,1,2,2
1779,1779,Arun Patil,45,6,4,1,1
1780,1780,Basavaraj Kulkarni,48,5,5,1,1
1781,1781,Chandrashekar Poojary,27,6,2,5,1
1782,1782,Ravi Kulkarni,25,1,3,3,1
1783,1783,Raghavendra Desai,48,3,2,2,1
1784,1784,Karthik Kulkarni,40,10,4,4,1
1785,1785,Savitha Shetty,58,8,5,4,2
1786,1786,Chandrashekar Desai,18,1,5,1,1
1787,1787,Ayesha Swamy,19,4,1,1,2
1788,1788,Rekha Shetty,18,10,5,4,2
1789,1789,Divya Gowda,20,6,4,1,2
1790,1790,Mary Swamy,57,9,6,3,2
1791,1791,Mary Sheikh,53,7,6,3,2
1792,1792,Lakshmi Poojary,63,8,1,4,2
1793,1793,Manjunath,64,8,2,1,1
1794,1794,Shobha Murthy,36,7,5,2,2
1795,1795,Chandrashekar Gowda,18,3,2,4,1
1796,1796,Joseph D'Souza,61,6,5,5,1
1797,1797,Harish,39,9,2,2,1
1798,1798,Girish Reddy,45,9,5,4,1
1799,1799,Peter Sheikh,54,10,6,3,1
1800,1800,Karthik Murthy,24,1,1,1,1
1801,1801,Asha Rao,68,7,1,2,2
1802,1802,Girish Hegde,60,7,5,5,1
1803,1803,Raghavendra Hegde,43,7,4,5,1
1804,1804,Rekha Acharya,30,7,1,3,2
1805,1805,Kavitha Acharya,24,3,5,2,2
1806,1806,Pooja,67,4,2,3,2
1807,1807,Mahesh Kulkarni,44,4,4,4,1
1808,1808,Deepak Desai,51,10,2,2,1
1809,1809,Karthik Hegde,26,8,4,5,1
1810,1810,Roopa Kulkarni,49,1,1,4,2
1811,1811,Sunitha Acharya,37,1,4,4,2
1812,1812,Geetha Khan,40,9,1,3,2
1813,1813,Kiran Shetty,51,2,6,4,1
1814,1814,Naveen Rao,57,7,6,4,1
1815,1815,Imran Shetty,31,7,5,1,1
1816,1816,Pooja Shetty,59,7,6,3,2
1817,1817,Ravi D'Souza,21,7,3,4,1
1818,1818,Prakash Khan,63,8,2,5,1
1819,1819,Imran D'Souza,64,5,4,4,1
1820,1820,Shivakumar Rao,21,5,6,3,1
1821,1821,Mary Kulkarni,26,7,2,2,2
1822,1822,Ayesha Sheikh,23,7,3,1,2
1823,1823,Shobha Fernandes,64,7,4,4,2
1824,1824,Basavaraj Reddy,33,3,6,2,1
1825,1825,Ayesha Hegde,28,8,6,1,2
1826,1826,Meena Kumar,31,6,2,3,2
1827,1827,Umesh,64,10,4,5,1
1828,1828,Imran Rao,30,7,1,1,1
1829,1829,Fathima Hegde,24,6,2,3,2
1830,1830,Imran Naik,34,10,2,2,1
1831,1831,Padma Desai,49,4,1,5,2
1832,1832,Peter Swamy,23,4,4,2,1
1833,1833,Arun Poojary,68,1,2,4,1
1834,1834,Vani Poojary,47,9,5,3,2
1835,1835,Imran Reddy,36,3,5,3,1
1836,1836,Shobha D'Souza,48,5,3,2,2
1837,1837,Rekha Desai,33,2,3,1,2
1838,1838,Chandrashekar Gowda,29,9,3,2,1
1839,1839,Raghavendra Fernandes,22,4,3,4,1
1840,1840,Shivakumar Reddy,40,10,5,3,1
1841,1841,Prakash Gowda,45,5,5,1,1
1842,1842,Harish Fernandes,29,2,4,2,1
1843,1843,Roopa,64,8,1,1,2
1844,1844,Rekha Murthy,60,10,2,4,2
1845,1845,Harish Kumar,36,2,3,2,1
1846,1846,Shruthi Shetty,63,9,2,3,2
1847,1847,Savitha Reddy,41,3,3,3,2
1848,1848,Sunitha Acharya,59,7,6,1,2
1849,1849,Shobha Acharya,67,5,2,1,2
1850,1850,Karthik Sheikh,55,10,1,4,1
1851,1851,Asha Acharya,49,5,1,5,2
1852,1852,Manjula Sheikh,48,10,5,5,2
1853,1853,Suresh Hegde,21,1,5,1,1
1854,1854,Chandrashekar Shetty,67,3,6,2,1
1855,1855,Ayesha Fernandes,68,9,4,1,2
1856,1856,Lakshmi Gowda,31,9,1,3,2
1857,1857,Joseph Acharya,48,10,5,1,1
1858,1858,Salman D'Souza,64,5,2,2,1
1859,1859,Suresh Khan,32,6,5,1,1
1860,1860,Vani Reddy,26,7,2,3,2
1861,1861,Asha Swamy,32,1,1,3,2
1862,1862,Ayesha Naik,25,4,1,2,2
1863,1863,Vinay Sheikh,22,10,5,4,1
1864,1864,Shivakumar Sheikh,56,9,6,4,1
1865,1865,Lakshmi Desai,59,5,4,1,2
1866,1866,Padma Acharya,22,7,5,4,2
1867,1867,Geetha Reddy,54,6,2,4,2
1868,1868,Geetha Patil,27,7,4,1,2
1869,1869,Vinay Desai,39,7,2,1,1
1870,1870,Naveen D'Souza,46,1,1,4,1
1871,1871,Kavitha Khan,51,9,5,1,2
1872,1872,Sunitha Patil,29,4,2,5,2
1873,1873,Imran Naik,31,4,1,2,1
1874,1874,Chandrashekar Khan,69,10,3,2,1
1875,1875,Karthik Sheikh,47,2,4,5,1
1876,1876,Girish Fernandes,22,4,2,5,1
1877,1877,Roopa Kulkarni,68,4,1,2,2
1878,1878,Abdul Hegde,27,3,4,4,1
1879,1879,Asha Rao,48,9,3,2,2
1880,1880,Lakshmi Desai,63,8,5,4,2
1881,1881,Rekha Swamy,42,1,4,3,2
1882,1882,Mahesh Kulkarni,23,8,5,2,1
1883,1883,Divya Swamy,25,9,2,1,2
1884,1884,Kavitha Fernandes,18,3,6,2,2
1885,1885,Manjula Gowda,36,3,3,2,2
1886,1886,Deepak Shetty,49,8,6,1,1
1887,1887,Chandrashekar Hegde,67,10,3,3,1
1888,1888,Ayesha Gowda,42,10,6,1,2
1889,1889,Umesh Desai,63,6,2,1,1
1890,1890,Pooja Khan,63,5,1,4,2
1891,1891,Manjunath Sheikh,60,6,6,5,1
1892,1892,Vani Patil,56,2,4,5,2
1893,1893,Naveen Acharya,68,4,2,3,1
1894,1894,Manjula Sheikh,47,3,2,5,2
1895,1895,Kavitha Naik,22,3,3,4,2
1896,1896,Anand Acharya,31,3,4,5,1
1897,1897,Umesh Shetty,60,2,3,4,1
1898,1898,Shivakumar D'Souza,44,8,5,2,1
1899,1899,Arun Murthy,62,3,6,3,1
1900,1900,Geetha Rao,25,9,5,1,2
1901,1901,Manjunath Patil,34,4,1,3,1
1902,1902,Deepak Patil,54,2,4,3,1
1903,1903,Shobha Hegde,54,2,2,2,2
1904,1904,Bhagya Naik,19,10,6,1,2
1905,1905,Kavitha Murthy,38,1,4,3,2
1906,1906,Shruthi Poojary,30,6,4,2,2
1907,1907,Mary,42,2,4,5,2
1908,1908,Santosh Reddy,57,10,6,1,1
1909,1909,Fathima Patil,31,10,6,1,2
1910,1910,Vani Kumar,41,1,2,1,2
1911,1911,Roopa,56,6,2,5,2
1912,1912,Salman Patil,58,1,2,2,1
1913,1913,Asha,45,1,5,5,2
1914,1914,Rekha Acharya,59,4,6,2,2
1915,1915,Ayesha,55,4,6,2,2
1916,1916,Karthik Fernandes,23,9,2,2,1
1917,1917,Basavaraj Poojary,18,10,4,1,1
1918,1918,Shobha Gowda,62,2,2,2,2
1919,1919,Nagaraj Gowda,63,9,3,1,1
1920,1920,Lokesh Kulkarni,31,9,3,3,1
1921,1921,Shobha Rao,53,9,3,5,2
1922,1922,Lakshmi Swamy,54,9,3,3,2
1923,1923,Lokesh D'Souza,40,6,1,2,1
1924,1924,Rekha Desai,38,1,5,3,2
1925,1925,Anand Sheikh,68,3,4,2,1
1926,1926,Mary Desai,61,10,4,4,2
1927,1927,Mahesh Hegde,26,10,2,5,1
1928,1928,Deepak Naik,35,2,1,2,1
1929,1929,Kiran Patil,48,3,5,4,1
1930,1930,Lakshmi Gowda,53,1,3,3,2
1931,1931,Kiran Fernandes,25,4,2,1,1
1932,1932,Rekha D'Souza,54,5,2,1,2
1933,1933,Bhagya Khan,27,4,5,1,2
1934,1934,Ayesha Poojary,29,1,4,5,2
1935,1935,Shobha,61,1,1,1,2
1936,1936,Abdul Reddy,28,5,3,4,1
1937,1937,Kiran Swamy,47,3,2,3,1
1938,1938,Meena Naik,36,8,1,4,2
1939,1939,Pooja,27,3,5,1,2
1940,1940,Fathima D'Souza,45,3,4,3,2
1941,1941,Chandrashekar Shetty,43,4,4,3,1
1942,1942,Umesh Sheikh,38,2,1,4,1
1943,1943,Girish Fernandes,25,1,1,2,1
1944,1944,Shruthi Shetty,52,1,4,2,2
1945,1945,Venkatesh D'Souza,65,3,5,1,1
1946,1946,Mahesh Gowda,53,10,5,5,1
1947,1947,Prakash D'Souza,49,2,6,3,1
1948,1948,Vinay Khan,51,9,3,1,1
1949,1949,Nagaraj Rao,58,6,6,5,1
1950,1950,Lakshmi Swamy,52,10,2,1,2
1951,1951,Peter Kumar,40,3,5,3,1
1952,1952,Padma D'Souza,59,2,4,2,2
1953,1953,Santosh D'Souza,46,7,1,5,1
1954,1954,Vani Shetty,69,1,4,4,2
1955,1955,Joseph Hegde,51,7,1,5,1
1956,1956,Ayesha Shetty,62,5,1,5,2
1957,1957,Manjunath Kulkarni,30,1,5,5,1
1958,1958,Geetha Desai,70,1,5,4,2
1959,1959,Shobha Swamy,32,5,5,4,2
1960,1960,Salman Kumar,48,10,4,4,1
1961,1961,Arun Desai,28,4,2,4,1
1962,1962,Padma Patil,39,10,2,2,2
1963,1963,Pooja Patil,44,2,4,3,2
1964,1964,Prakash Hegde,51,7,6,1,1
1965,1965,Padma Kulkarni,18,9,1,5,2
1966,1966,Pooja Kumar,20,3,4,2,2
1967,1967,Raghavendra Sheikh,51,3,5,2,1
1968,1968,Harish Swamy,68,4,6,4,1
1969,1969,Arun Gowda,59,1,1,2,1
1970,1970,Vani Acharya,64,9,2,5,2
1971,1971,Divya Sheikh,55,5,5,2,2
1972,1972,Savitha,18,6,1,5,2
1973,1973,Salman Hegde,61,9,4,1,1
1974,1974,Shivakumar Swamy,36,5,6,2,1
1975,1975,Geetha Murthy,35,9,2,3,2
1976,1976,Raghavendra Gowda,28,10,4,3,1
1977,1977,Ayesha Rao,60,8,2,1,2
1978,1978,Bhagya Gowda,20,2,1,1,2
1979,1979,Chandrashekar Khan,38,1,5,2,1
1980,1980,Nagaraj Acharya,35,8,5,4,1
1981,1981,Lakshmi Patil,43,5,6,4,2
1982,1982,Mahesh D'Souza,51,4,5,4,1
1983,1983,Roopa Fernandes,27,8,2,4,2
1984,1984,Venkatesh Naik,31,1,1,5,1
1985,1985,Divya Hegde,28,10,5,2,2
1986,1986,Abdul Gowda,65,3,1,3,1
1987,1987,Fathima Reddy,24,6,5,5,2
1988,1988,Vinay Khan,36,2,2,5,1
1989,1989,Naveen Fernandes,31,4,3,4,1
1990,1990,Shobha Poojary,35,4,6,5,2
1991,1991,Asha Poojary,43,7,3,4,2
1992,1992,Shobha Shetty,70,3,5,5,2
1993,1993,Rekha Poojary,42,10,5,2,2
1994,1994,Karthik Swamy,23,8,3,5,1
1995,1995,Kiran Naik,28,9,6,3,1
1996,1996,Karthik Kulkarni,38,1,6,5,1
1997,1997,Raghavendra Murthy,57,4,1,2,1
1998,1998,Salman Kulkarni,57,5,3,2,1
1999,1999,Manjula Hegde,48,1,3,4,2
2000,2000,Savitha Kumar,69,7,2,3,2
2001,2001,Nagaraj Shetty,36,7,4,1,1
2002,2002,Padma Hegde,31,4,3,4,2
2003,2003,Lokesh Rao,69,4,4,2,1
2004,2004,Shruthi D'Souza,55,9,5,4,2
2005,2005,Naveen Patil,63,2,3,2,1
2006,2006,Prakash Desai,41,8,2,4,1
2007,2007,Manjula Murthy,20,9,3,3,2
2008,2008,Salman Khan,22,1,1,2,1
2009,2009,Savitha Gowda,24,7,6,1,2
2010,2010,Manjunath Kumar,36,10,4,2,1
2011,2011,Kiran Gowda,18,4,6,5,1
2012,2012,Santosh Hegde,56,2,4,1,1
2013,2013,Harish D'Souza,61,8,3,3,1
2014,2014,Pooja Rao,66,7,1,1,2
2015,2015,Asha Reddy,46,5,5,5,2
2016,2016,Vani Naik,31,5,5,1,2
2017,2017,Fathima Gowda,48,3,1,4,2
2018,2018,Chandrashekar Poojary,62,9,2,5,1
2019,2019,Roopa Desai,41,1,4,3,2
2020,2020,Pooja Desai,42,7,5,4,2
2021,2021,Shobha Gowda,37,3,1,3,2
2022,2022,Abdul Fernandes,39,9,5,3,1
2023,2023,Geetha Sheikh,61,10,5,5,2
2024,2024,Anand Murthy,66,8,1,2,1
2025,2025,Ayesha Kulkarni,24,6,3,4,2
2026,2026,Rekha Shetty,65,7,6,5,2
2027,2027,Umesh Rao,30,7,5,5,1
2028,2028,Prakash Kumar,66,9,1,5,1
2029,2029,Asha Gowda,57,7,2,4,2
2030,2030,Salman Swamy,56,3,5,1,1
2031,2031,Joseph Kumar,47,4,4,4,1
2032,2032,Shobha Swamy,25,3,4,2,2
2033,2033,Savitha D'Souza,52,1,4,2,2
2034,2034,Naveen Kumar,28,3,1,2,1
2035,2035,Anand Acharya,26,2,1,3,1
2036,2036,Karthik Desai,61,6,4,3,1
2037,2037,Umesh Desai,53,4,3,3,1
2038,2038,Shruthi Gowda,35,1,4,2,2
2039,2039,Bhagya Poojary,51,7,4,2,2
2040,2040,Kavitha Shetty,59,2,6,1,2
2041,2041,Salman Murthy,58,8,6,2,1
2042,2042,Mary Rao,67,8,5,5,2
2043,2043,Karthik Fernandes,66,6,2,4,1
2044,2044,Arun Acharya,65,3,5,5,1
2045,2045,Girish Gowda,58,6,2,3,1
2046,2046,Savitha Desai,54,8,1,2,2
2047,2047,Ravi Rao,30,1,2,2,1
2048,2048,Rekha Murthy,60,5,5,4,2
2049,2049,Shobha Swamy,21,7,2,1,2
2050,2050,Karthik Kulkarni,64,10,5,4,1
2051,2051,Deepak Kumar,58,8,5,1,1
2052,2052,Shobha Reddy,24,10,3,2,2
2053,2053,Shruthi Kumar,47,2,2,3,2
2054,2054,Raghavendra Acharya,40,10,4,4,1
2055,2055,Divya Patil,41,5,1,3,2
2056,2056,Abdul Poojary,28,3,5,5,1
2057,2057,Pooja Khan,29,8,2,1,2
2058,2058,Roopa Rao,70,6,3,4,2
2059,2059,Salman Kumar,24,10,2,3,1
2060,2060,Venkatesh Naik,46,3,1,2,1
2061,2061,Sunitha Gowda,34,9,6,3,2
2062,2062,Rekha Reddy,45,3,2,3,2
2063,2063,Geetha Kulkarni,69,6,1,2,2
2064,2064,Vani Kulkarni,57,5,1,3,2
2065,2065,Girish Reddy,51,8,4,5,1
2066,2066,Sunitha Hegde,50,2,3,3,2
2067,2067,Bhagya Gowda,41,1,6,3,2
2068,2068,Lakshmi Shetty,66,5,3,2,2
2069,2069,Nagaraj Desai,62,1,3,4,1
2070,2070,Deepak Fernandes,50,6,3,2,1
2071,2071,Ravi Reddy,50,5,5,3,1
2072,2072,Raghavendra Kulkarni,42,7,4,2,1
2073,2073,Mary Desai,39,3,3,1,2
2074,2074,Shruthi Gowda,59,5,6,2,2
2075,2075,Mary Murthy,41,10,4,3,2
2076,2076,Arun Reddy,68,8,5,2,1
2077,2077,Asha,67,5,1,1,2
2078,2078,Prakash Poojary,35,1,6,2,1
2079,2079,Basavaraj Khan,49,3,1,4,1
2080,2080,Asha Gowda,27,2,3,3,2
2081,2081,Lakshmi D'Souza,56,9,3,1,2
2082,2082,Santosh Naik,23,10,2,4,1
2083,2083,Girish Kulkarni,32,1,1,1,1
2084,2084,Girish,23,5,5,3,1
2085,2085,Savitha Murthy,40,8,6,1,2
2086,2086,Arun Khan,56,7,4,4,1
2087,2087,Ayesha Shetty,57,2,4,1,2
2088,2088,Lakshmi Kulkarni,68,7,3,5,2
2089,2089,Ayesha Patil,36,8,3,2,2
2090,2090,Suresh Khan,51,9,4,2,1
2091,2091,Shruthi D'Souza,56,4,3,3,2
2092,2092,Shivakumar Desai,62,1,4,5,1
2093,2093,Kiran Poojary,65,2,2,3,1
2094,2094,Naveen Hegde,68,2,1,3,1
2095,2095,Shruthi Sheikh,63,10,4,3,2
2096,2096,Nagaraj Murthy,63,2,1,3,1
2097,2097,Salman Rao,67,3,6,3,1
2098,2098,Savitha Swamy,37,8,1,5,2
2099,2099,Karthik Sheikh,39,5,3,3,1
2100,2100,Peter Khan,58,1,5,5,1
2101,2101,Suresh D'Souza,54,5,2,4,1
2102,2102,Rekha Khan,25,2,5,5,2
2103,2103,Asha Swamy,60,5,1,3,2
2104,2104,Shobha Reddy,57,8,2,1,2
2105,2105,Asha Kumar,37,7,5,4,2
2106,2106,Santosh D'Souza,27,2,6,1,1
2107,2107,Basavaraj Rao,36,10,6,5,1
2108,2108,Fathima Fernandes,20,1,1,3,2
2109,2109,Suresh Acharya,44,3,6,3,1
2110,2110,Vinay Naik,18,8,4,2,1
2111,2111,Venkatesh,41,6,2,5,1
2112,2112,Raghavendra Hegde,50,10,6,5,1
2113,2113,Ayesha Kulkarni,55,2,2,1,2
2114,2114,Manjula Naik,19,3,6,4,2
2115,2115,Padma Khan,57,7,5,5,2
2116,2116,Shruthi Desai,49,2,5,2,2
2117,2117,Basavaraj Reddy,43,8,1,3,1
2118,2118,Vani Fernandes,55,9,6,5,2
2119,2119,Asha Sheikh,44,10,5,3,2
2120,2120,Suresh Sheikh,70,5,2,2,1
2121,2121,Rekha Patil,31,1,5,1,2
2122,2122,Meena Swamy,30,10,1,4,2
2123,2123,Chandrashekar Fernandes,61,8,2,2,1
2124,2124,Vani Kumar,38,2,4,5,2
2125,2125,Arun Sheikh,27,4,2,3,1
2126,2126,Chandrashekar Hegde,67,4,2,2,1
2127,2127,Chandrashekar Hegde,68,10,6,3,1
2128,2128,Ayesha Gowda,26,4,6,1,2
2129,2129,Naveen Naik,60,9,1,5,1
2130,2130,Geetha Fernandes,38,10,6,1,2
2131,2131,Lokesh Murthy,48,5,6,5,1
2132,2132,Vani Poojary,36,9,5,4,2
2133,2133,Nagaraj Desai,43,4,2,1,1
2134,2134,Karthik Patil,18,4,5,5,1
2135,2135,Vinay Naik,43,6,3,3,1
2136,2136,Lakshmi Kulkarni,66,4,4,5,2
2137,2137,Mary Desai,26,6,1,1,2
2138,2138,Vani Kumar,39,5,1,2,2
2139,2139,Roopa Murthy,67,10,3,5,2
2140,2140,Chandrashekar Kulkarni,55,2,4,5,1
2141,2141,Harish Rao,57,4,5,1,1
2142,2142,Meena Naik,55,6,3,3,2
2143,2143,Mary D'Souza,50,3,3,5,2
2144,2144,Chandrashekar Swamy,44,8,4,1,1
2145,2145,Shobha Shetty,49,8,6,4,2
2146,2146,Joseph Gowda,61,9,4,3,1
2147,2147,Kavitha Poojary,68,6,2,3,2
2148,2148,Mary Desai,51,1,6,5,2
2149,2149,Savitha Gowda,66,1,4,4,2
2150,2150,Anand Khan,18,10,4,1,1
2151,2151,Lakshmi,54,1,4,1,2
2152,2152,Lakshmi Rao,49,7,1,2,2
2153,2153,Abdul Desai,20,1,1,4,1
2154,2154,Bhagya Hegde,39,10,5,5,2
2155,2155,Fathima Gowda,26,9,4,3,2
2156,2156,Manjula Sheikh,28,5,1,3,2
2157,2157,Meena Hegde,55,1,6,4,2
2158,2158,Roopa Khan,23,6,5,4,2
2159,2159,Rekha Naik,24,3,1,2,2
2160,2160,Roopa,59,7,1,4,2
2161,2161,Vani Kulkarni,29,1,5,3,2
2162,2162,Nagaraj Desai,25,7,5,4,1
2163,2163,Asha Hegde,31,1,4,3,2
2164,2164,Pooja D'Souza,48,5,2,4,2
2165,2165,Asha Swamy,40,7,4,2,2
2166,2166,Bhagya Patil,35,3,5,3,2
2167,2167,Ravi Khan,65,6,5,2,1
2168,2168,Harish Kulkarni,58,1,2,1,1
2169,2169,Prakash Rao,62,7,6,4,1
2170,2170,Basavaraj D'Souza,45,10,1,2,1
2171,2171,Ravi Acharya,60,4,6,5,1
2172,2172,Girish Swamy,59,2,6,4,1
2173,2173,Imran Poojary,52,6,3,1,1
2174,2174,Roopa Kumar,61,3,5,3,2
2175,2175,Anand D'Souza,53,10,1,2,1
2176,2176,Geetha Desai,49,2,5,3,2
2177,2177,Shivakumar Reddy,22,3,3,4,1
2178,2178,Vinay Sheikh,45,7,2,4,1
2179,2179,Divya Shetty,46,4,6,5,2
2180,2180,Anand Kulkarni,48,3,1,3,1
2181,2181,Anand Swamy,33,5,5,5,1
2182,2182,Lakshmi Rao,53,2,1,1,2
2183,2183,Sunitha Gowda,66,3,5,5,2
2184,2184,Suresh Gowda,19,5,6,4,1
2185,2185,Salman Sheikh,35,1,6,1,1
2186,2186,Divya D'Souza,67,1,4,4,2
2187,2187,Kavitha Kulkarni,25,3,3,1,2
2188,2188,Manjunath Kumar,22,10,3,4,1
2189,2189,Vinay Reddy,22,7,4,3,1
2190,2190,Harish Kumar,48,8,4,2,1
2191,2191,Venkatesh Swamy,64,3,2,2,1
2192,2192,Basavaraj,36,7,2,2,1
2193,2193,Pooja Khan,35,9,5,5,2
2194,2194,Girish Sheikh,60,10,2,2,1
2195,2195,Naveen Naik,47,2,5,1,1
2196,2196,Nagaraj Gowda,24,9,6,4,1
2197,2197,Geetha Kulkarni,37,9,2,5,2
2198,2198,Vinay Fernandes,57,3,3,4,1
2199,2199,Fathima Poojary,58,7,6,2,2
2200,2200,Girish Reddy,57,2,5,3,1
2201,2201,Kiran Rao,54,7,1,5,1
2202,2202,Fathima Rao,35,2,1,4,2
2203,2203,Asha,39,3,4,2,2
2204,2204,Raghavendra Murthy,67,10,1,1,1
2205,2205,Salman Kulkarni,29,9,1,2,1
2206,2206,Bhagya Patil,40,9,1,5,2
2207,2207,Lokesh Swamy,44,4,6,2,1
2208,2208,Ayesha Desai,28,3,1,3,2
2209,2209,Mahesh Murthy,67,1,4,4,1
2210,2210,Meena Murthy,38,3,1,1,2
2211,2211,Vani Hegde,57,4,6,2,2
2212,2212,Kavitha Kulkarni,67,3,1,2,2
2213,2213,Rekha,26,1,1,2,2
2214,2214,Naveen,60,2,2,2,1
2215,2215,Umesh Khan,32,8,6,5,1
2216,2216,Padma Gowda,36,5,5,5,2
2217,2217,Shobha Reddy,39,4,2,1,2
2218,2218,Mary Sheikh,40,7,4,3,2
2219,2219,Roopa,47,10,5,3,2
2220,2220,Mary Gowda,29,4,4,4,2
2221,2221,Imran Reddy,40,1,2,3,1
2222,2222,Santosh,39,1,4,1,1
2223,2223,Nagaraj Patil,35,8,2,4,1
2224,2224,Fathima Poojary,27,3,5,4,2
2225,2225,Mahesh D'Souza,38,9,6,2,1
2226,2226,Umesh Shetty,18,7,2,3,1
2227,2227,Karthik D'Souza,66,8,1,3,1
2228,2228,Fathima Swamy,28,10,4,3,2
2229,2229,Manjunath,24,4,3,2,1
2230,2230,Lokesh Sheikh,36,5,2,4,1
2231,2231,Savitha Hegde,22,8,4,1,2
2232,2232,Asha Desai,44,1,3,5,2
2233,2233,Prakash Rao,35,6,5,2,1
2234,2234,Roopa Acharya,23,3,5,1,2
2235,2235,Santosh Acharya,53,4,4,4,1
2236,2236,Meena Gowda,53,1,1,4,2
2237,2237,Arun Hegde,67,1,4,4,1
2238,2238,Anand Kulkarni,42,6,4,4,1
2239,2239,Savitha Naik,66,2,2,5,2
2240,2240,Pooja Khan,21,6,6,2,2
2241,2241,Lokesh Khan,46,4,5,3,1
2242,2242,Meena Khan,65,7,1,1,2
2243,2243,Raghavendra Rao,26,5,5,5,1
2244,2244,Peter Fernandes,22,9,1,2,1
2245,2245,Shruthi Sheikh,52,8,6,5,2
2246,2246,Joseph Gowda,27,8,2,3,1
2247,2247,Vinay Kulkarni,60,8,5,5,1
2248,2248,Mahesh Patil,59,10,1,1,1
2249,2249,Bhagya Naik,51,1,1,2,2
2250,2250,Manjula Rao,31,10,3,3,2
2251,2251,Lakshmi Acharya,24,2,1,2,2
2252,2252,Vinay D'Souza,20,1,4,1,1
2253,2253,Kiran Rao,32,9,4,5,1
2254,2254,Imran Sheikh,30,1,5,1,1
2255,2255,Naveen Kumar,38,9,6,3,1
2256,2256,Raghavendra Patil,28,7,2,2,1
2257,2257,Roopa Desai,40,10,2,3,2
2258,2258,Mary Reddy,27,1,5,2,2
2259,2259,Basavaraj Sheikh,29,1,4,5,1
2260,2260,Salman Acharya,52,4,4,5,1
2261,2261,Vani Shetty,51,8,5,1,2
2262,2262,Anand Hegde,30,9,1,4,1
2263,2263,Manjula Khan,30,6,4,1,2
2264,2264,Manjula Kulkarni,31,6,4,2,2
2265,2265,Fathima Swamy,48,2,4,2,2
2266,2266,Manjunath Kulkarni,31,10,4,5,1
2267,2267,Manjunath Fernandes,41,8,6,1,1
2268,2268,Harish,62,6,1,5,1
2269,2269,Mahesh Kulkarni,25,9,5,3,1
2270,2270,Ayesha Kumar,58,8,2,4,2
2271,2271,Kiran Kumar,27,5,3,4,1
2272,2272,Manjula Patil,57,7,1,5,2
2273,2273,Peter Patil,22,3,3,4,1
2274,2274,Santosh Kumar,28,5,5,3,1
2275,2275,Karthik Desai,62,7,4,3,1
2276,2276,Vinay Murthy,44,7,1,5,1
2277,2277,Anand Shetty,52,2,1,5,1
2278,2278,Savitha Kumar,34,6,1,4,2
2279,2279,Shivakumar Kulkarni,60,4,5,5,1
2280,2280,Vani,45,4,1,2,2
2281,2281,Prakash Fernandes,68,9,5,3,1
2282,2282,Lakshmi,49,6,4,1,2
2283,2283,Shruthi Reddy,46,9,6,2,2
2284,2284,Mary Reddy,59,3,5,5,2
2285,2285,Lakshmi Fernandes,57,1,3,2,2
2286,2286,Prakash Acharya,62,10,6,4,1
2287,2287,Mahesh Khan,62,9,5,5,1
2288,2288,Shruthi Patil,27,6,6,4,2
2289,2289,Kiran Kulkarni,37,10,4,4,1
2290,2290,Mahesh,37,6,5,2,1
2291,2291,Padma D'Souza,50,1,2,4,2
2292,2292,Santosh Fernandes,33,10,2,3,1
2293,2293,Prakash Patil,54,6,1,1,1
2294,2294,Geetha Naik,21,5,3,1,2
2295,2295,Anand Khan,70,5,2,4,1
2296,2296,Prakash,20,4,6,2,1
2297,2297,Naveen Kumar,70,1,4,2,1
2298,2298,Savitha Fernandes,41,7,2,3,2
2299,2299,Vani,54,3,4,3,2
2300,2300,Lokesh Kulkarni,67,6,5,5,1
2301,2301,Chandrashekar Reddy,55,2,3,5,1
2302,2302,Kavitha D'Souza,45,3,1,2,2
2303,2303,Peter Patil,21,9,4,5,1
2304,2304,Manjula D'Souza,49,4,4,3,2
2305,2305,Shobha Khan,22,8,5,3,2
2306,2306,Lakshmi Kulkarni,43,3,5,1,2
2307,2307,Peter Rao,50,4,1,4,1
2308,2308,Imran Murthy,31,4,2,3,1
2309,2309,Naveen D'Souza,48,10,5,4,1
2310,2310,Vani,40,3,1,3,2
2311,2311,Mary Swamy,53,1,3,5,2
