CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,DistrictID,DistrictName,PoliceStationName
2737,300290113202600001,202600001,2026-03-08,920,113,2,2,7,20,1,29,2026-03-06 19:06:54,2026-03-06 22:06:54,2026-03-08 14:06:54,13.267796,74.849365,Complainant Naveen Swamy reported an incident of Unlawful Assembly at the stated location. Basavaraj Kumar was named as accused. Investigation taken up by jurisdictional police.,29,Udupi,Udupi PS-1
2738,100310123202500005,202500005,2025-03-10,1003,123,1,2,2,8,1,31,2025-03-07 08:30:22,2025-03-07 18:30:22,2025-03-09 02:30:22,12.297032,75.616537,Complainant Padma Patil reported an incident of Theft at the stated location. Ravi Gowda was named as accused. Investigation taken up by jurisdictional police.,31,Kodagu,Kodagu PS-3
2739,300040013202600003,202600003,2026-04-08,99,13,2,2,2,10,1,4,2026-04-04 14:00:01,2026-04-04 17:00:01,2026-04-05 04:00:01,12.157604,76.551872,"Complainant Mahesh Naik stated that unknown persons on a motorcycle snatched her gold chain near Mysuru City area and fled. Case of Chain Snatching registered against Karthik Gowda, Peter Shetty.",4,Mysuru City,Mysuru City PS-1
2740,100140054202300008,202300008,2023-06-08,436,54,1,1,2,5,2,14,2023-06-05 16:27:40,2023-06-06 02:27:40,2023-06-06 11:27:40,15.193298,76.970573,Complainant Roopa Murthy reported an incident of Robbery at the stated location. Naveen D'Souza was named as accused. Investigation taken up by jurisdictional police.,14,Ballari,Ballari PS-2
2741,100040015202500009,202500009,2025-03-03,107,15,1,2,2,8,2,4,2025-03-02 23:45:03,2025-03-03 02:45:03,2025-03-03 18:45:03,12.231263,76.551043,Complainant Joseph Fernandes reported an incident of Theft at the stated location. Umesh Desai was named as accused. Investigation taken up by jurisdictional police.,4,Mysuru City,Mysuru City PS-3
2742,100140055202500004,202500004,2025-06-23,439,55,1,2,2,10,1,14,2025-06-21 12:40:41,2025-06-21 14:40:41,2025-06-22 07:40:41,15.204746,76.95411,Complainant Mary Fernandes stated that unknown persons on a motorcycle snatched her gold chain near Ballari area and fled. Case of Chain Snatching registered against Suresh D'Souza.,14,Ballari,Ballari PS-3
2743,100250098202500019,202500019,2025-11-14,801,98,1,2,2,10,1,25,2025-11-12 19:32:33,2025-11-13 03:32:33,2025-11-14 05:32:33,15.43847,75.27061,Complainant Girish Khan stated that unknown persons on a motorcycle snatched her gold chain near Hubballi City area and fled. Case of Chain Snatching registered against Imran Poojary.,25,Hubballi City,Hubballi City PS-2
2744,100020008202400004,202400004,2024-03-08,53,8,1,2,2,8,1,2,2024-03-04 15:02:17,2024-03-04 21:02:17,2024-03-06 08:02:17,13.214101,77.532409,Complainant Vani Poojary reported an incident of Theft at the stated location. Arun Gowda was named as accused. Investigation taken up by jurisdictional police.,2,Bengaluru Rural,Bengaluru Rural PS-4
2745,100280109202300003,202300003,2023-02-19,888,109,1,2,2,7,2,28,2023-02-15 20:06:45,2023-02-16 06:06:45,2023-02-17 02:06:45,14.70246,74.793153,Complainant Ravi Naik reported house break-in at Uttara Kannada area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Arun D'Souza under investigation.,28,Uttara Kannada,Uttara Kannada PS-1
2746,100230089202600004,202600004,2026-03-09,722,89,1,2,2,9,4,23,2026-03-08 08:33:13,2026-03-08 14:33:13,2026-03-09 13:33:13,15.823376,74.402522,"Complainant Rekha Naik reported that his/her two-wheeler parked near Belagavi area was stolen between the incident hours. Vehicle Theft case registered. Accused Mary Patil, Padma Fernandes identified through CCTV footage.",23,Belagavi,Belagavi PS-1
2747,100250097202600007,202600007,2026-04-08,789,97,1,2,1,4,2,25,2026-04-06 23:06:04,2026-04-07 04:06:04,2026-04-08 21:06:04,15.482843,74.975492,Complainant Shivakumar D'Souza reported an incident of Simple Hurt at the stated location. Kiran Acharya was named as accused. Investigation taken up by jurisdictional police.,25,Hubballi City,Hubballi City PS-1
2748,100040016202600006,202600006,2026-06-13,118,16,1,2,6,17,1,4,2026-06-12 14:18:37,2026-06-12 16:18:37,2026-06-13 11:18:37,12.362099,76.655113,Complainant Abdul Shetty reported an incident of NDPS Possession at the stated location. Basavaraj D'Souza was named as accused. Investigation taken up by jurisdictional police.,4,Mysuru City,Mysuru City PS-4
2749,400040013202300002,202300002,2023-08-19,91,13,3,2,3,11,1,4,2023-08-18 23:14:33,2023-08-19 05:14:33,2023-08-20 23:14:33,12.328454,76.491766,"Complainant Kavitha Shetty reported an incident of Cruelty by Husband at the stated location. Savitha Reddy, Basavaraj Kumar was named as accused. Investigation taken up by jurisdictional police.",4,Mysuru City,Mysuru City PS-1
2750,400300118202500001,202500001,2025-04-03,957,118,3,1,3,12,1,30,2025-03-30 09:02:47,2025-03-30 19:02:47,2025-03-30 23:02:47,12.967919,74.796317,"Complainant Meena Hegde reported an incident of Molestation at the stated location. Joseph Acharya, Naveen Sheikh was named as accused. Investigation taken up by jurisdictional police.",30,Dakshina Kannada,Dakshina Kannada PS-2
2751,100020008202300004,202300004,2023-04-13,58,8,1,2,6,17,3,2,2023-04-12 08:47:30,2023-04-12 18:47:30,2023-04-13 19:47:30,13.358225,77.558858,Complainant Suresh Acharya reported an incident of NDPS Possession at the stated location. Umesh Fernandes was named as accused. Investigation taken up by jurisdictional police.,2,Bengaluru Rural,Bengaluru Rural PS-4
2752,100250099202300034,202300034,2023-03-10,814,99,1,2,1,3,1,25,2023-03-09 19:00:15,2023-03-10 04:00:15,2023-03-11 02:00:15,15.371842,75.104658,Complainant Sunitha Acharya reported an incident of Grievous Hurt at the stated location. Venkatesh Reddy was named as accused. Investigation taken up by jurisdictional police.,25,Hubballi City,Hubballi City PS-3
2753,100040016202500021,202500021,2025-10-30,114,16,1,1,3,12,2,4,2025-10-27 06:48:24,2025-10-27 10:48:24,2025-10-28 02:48:24,12.397902,76.642846,"Complainant Divya Naik reported an incident of Molestation at the stated location. Girish Acharya, Manjunath Naik was named as accused. Investigation taken up by jurisdictional police.",4,Mysuru City,Mysuru City PS-4
2754,100260101202300002,202300002,2023-07-26,827,101,1,2,2,9,2,26,2023-07-24 22:07:14,2023-07-25 00:07:14,2023-07-26 22:07:14,15.350188,75.728382,"Complainant Joseph Naik reported that his/her two-wheeler parked near Gadag area was stolen between the incident hours. Vehicle Theft case registered. Accused Deepak Swamy, Girish Sheikh identified through CCTV footage.",26,Gadag,Gadag PS-1
2755,100100039202500002,202500002,2025-03-28,304,39,1,2,2,10,1,10,2025-03-27 05:19:53,2025-03-27 11:19:53,2025-03-29 09:19:53,13.430883,77.880193,Complainant Chandrashekar Hegde stated that unknown persons on a motorcycle snatched her gold chain near Chikkaballapura area and fled. Case of Chain Snatching registered against Shivakumar D'Souza.,10,Chikkaballapura,Chikkaballapura PS-3
2756,100230090202300004,202300004,2023-06-07,734,90,1,2,6,17,1,23,2023-06-04 07:20:18,2023-06-04 14:20:18,2023-06-06 12:20:18,15.86391,74.625914,Complainant Padma Kumar reported an incident of NDPS Possession at the stated location. Girish was named as accused. Investigation taken up by jurisdictional police.,23,Belagavi,Belagavi PS-2
2757,100030011202300007,202300007,2023-07-27,76,11,1,2,1,4,5,3,2023-07-23 17:08:42,2023-07-23 18:08:42,2023-07-25 11:08:42,12.58004,77.261976,Complainant Padma Fernandes reported an incident of Simple Hurt at the stated location. Venkatesh Acharya was named as accused. Investigation taken up by jurisdictional police.,3,Ramanagara,Ramanagara PS-3
2758,100220085202600003,202600003,2026-04-02,688,85,1,2,2,7,5,22,2026-03-29 10:39:55,2026-03-29 13:39:55,2026-03-30 18:39:55,16.183516,75.784627,"Complainant Chandrashekar Acharya reported house break-in at Bagalkote area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Karthik, Joseph Rao under investigation.",22,Bagalkote,Bagalkote PS-1
2759,100230089202500004,202500004,2025-07-10,727,89,1,1,1,1,1,23,2025-07-09 18:55:25,2025-07-10 04:55:25,2025-07-10 19:55:25,15.862554,74.609485,"Complainant Shruthi Kumar reported an incident of Murder at the stated location. Venkatesh Kumar, Manjunath Reddy was named as accused. Investigation taken up by jurisdictional police.",23,Belagavi,Belagavi PS-1
2760,100250097202300027,202300027,2023-11-30,795,97,1,2,2,10,2,25,2023-11-29 01:08:24,2023-11-29 10:08:24,2023-11-30 21:08:24,15.33683,74.996082,Complainant Anand Shetty stated that unknown persons on a motorcycle snatched her gold chain near Hubballi City area and fled. Case of Chain Snatching registered against Shivakumar Patil.,25,Hubballi City,Hubballi City PS-1
2761,100040013202500012,202500012,2025-10-25,91,13,1,2,2,8,2,4,2025-10-23 13:44:58,2025-10-24 00:44:58,2025-10-24 23:44:58,12.415423,76.634443,"Complainant Roopa Swamy reported an incident of Theft at the stated location. Anand Desai, Karthik Reddy, Umesh Acharya was named as accused. Investigation taken up by jurisdictional police.",4,Mysuru City,Mysuru City PS-1
2762,100150057202300004,202300004,2023-10-28,455,57,1,1,1,2,1,15,2023-10-25 20:20:41,2023-10-26 08:20:41,2023-10-26 12:20:41,15.265112,76.438483,Complainant Kiran Swamy reported an incident of Attempt to Murder at the stated location. Peter Reddy was named as accused. Investigation taken up by jurisdictional police.,15,Vijayanagara,Vijayanagara PS-1
2763,400030011202600001,202600001,2026-04-22,77,11,3,2,2,10,2,3,2026-04-18 09:33:07,2026-04-18 12:33:07,2026-04-20 00:33:07,12.734189,77.420739,Complainant Shobha Poojary stated that unknown persons on a motorcycle snatched her gold chain near Ramanagara area and fled. Case of Chain Snatching registered against Ravi Swamy.,3,Ramanagara,Ramanagara PS-3
2764,100030009202400002,202400002,2024-04-13,64,9,1,1,3,12,4,3,2024-04-09 14:02:04,2024-04-09 23:02:04,2024-04-10 03:02:04,12.868591,77.230623,Complainant Vinay Gowda reported an incident of Molestation at the stated location. Abdul Khan was named as accused. Investigation taken up by jurisdictional police.,3,Ramanagara,Ramanagara PS-1
2765,100030011202400005,202400005,2024-04-17,74,11,1,2,4,13,1,3,2024-04-15 23:14:17,2024-04-16 05:14:17,2024-04-16 20:14:17,12.842742,77.377967,Complainant Kavitha Khan reported an incident of Cheating at the stated location. Bhagya Kulkarni was named as accused. Investigation taken up by jurisdictional police.,3,Ramanagara,Ramanagara PS-3
2766,400280111202500001,202500001,2025-06-26,908,111,3,2,3,11,1,28,2025-06-22 23:46:03,2025-06-23 11:46:03,2025-06-23 12:46:03,14.722323,74.781694,Complainant Peter Swamy reported an incident of Cruelty by Husband at the stated location. Chandrashekar Poojary was named as accused. Investigation taken up by jurisdictional police.,28,Uttara Kannada,Uttara Kannada PS-3
2767,100120047202300005,202300005,2023-12-31,371,47,1,2,1,4,1,12,2023-12-29 15:28:17,2023-12-30 03:28:17,2023-12-30 10:28:17,14.609302,75.853486,Complainant Raghavendra reported an incident of Simple Hurt at the stated location. Salman Kumar was named as accused. Investigation taken up by jurisdictional police.,12,Davanagere,Davanagere PS-3
2768,100250098202400024,202400024,2024-03-15,801,98,1,2,2,9,2,25,2024-03-13 17:24:08,2024-03-14 04:24:08,2024-03-14 11:24:08,15.507521,75.063075,"Complainant Abdul Desai reported that his/her two-wheeler parked near Hubballi City area was stolen between the incident hours. Vehicle Theft case registered. Accused Karthik Murthy, Lokesh Desai identified through CCTV footage.",25,Hubballi City,Hubballi City PS-2
2769,100040016202500022,202500022,2025-12-31,114,16,1,2,2,7,2,4,2025-12-29 05:18:24,2025-12-29 12:18:24,2025-12-29 13:18:24,12.307127,76.701561,Complainant Lokesh Kumar reported house break-in at Mysuru City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Kiran under investigation.,4,Mysuru City,Mysuru City PS-4
2770,100250100202400024,202400024,2024-04-03,822,100,1,2,2,7,1,25,2024-04-01 09:56:30,2024-04-01 20:56:30,2024-04-01 22:56:30,15.258229,75.126642,Complainant Karthik Shetty reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Venkatesh D'Souza under investigation.,25,Hubballi City,Hubballi City PS-4
2771,100060024202600008,202600008,2026-06-07,179,24,1,2,1,4,1,6,2026-06-04 13:53:40,2026-06-05 01:53:40,2026-06-06 00:53:40,12.553674,76.872028,Complainant Suresh Reddy reported an incident of Simple Hurt at the stated location. Deepak Hegde was named as accused. Investigation taken up by jurisdictional police.,6,Mandya,Mandya PS-4
2772,100310122202400005,202400005,2024-07-29,996,122,1,2,2,7,1,31,2024-07-26 17:08:48,2024-07-26 20:08:48,2024-07-28 13:08:48,12.322991,75.603679,Complainant Manjunath D'Souza reported house break-in at Kodagu area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Santosh Kulkarni under investigation.,31,Kodagu,Kodagu PS-2
2773,100250100202400025,202400025,2024-11-27,820,100,1,2,2,9,1,25,2024-11-25 17:12:26,2024-11-25 21:12:26,2024-11-26 21:12:26,15.227515,75.084954,"Complainant Umesh Acharya reported that his/her two-wheeler parked near Hubballi City area was stolen between the incident hours. Vehicle Theft case registered. Accused Chandrashekar Sheikh, Santosh identified through CCTV footage.",25,Hubballi City,Hubballi City PS-4
2774,100240094202400005,202400005,2024-01-05,770,94,1,1,2,6,1,24,2024-01-02 11:06:18,2024-01-02 14:06:18,2024-01-04 04:06:18,15.360564,74.915819,Complainant Peter Gowda reported an incident of Dacoity at the stated location. Girish was named as accused. Investigation taken up by jurisdictional police.,24,Dharwad,Dharwad PS-2
2775,100250097202500018,202500018,2025-12-15,788,97,1,2,5,15,4,25,2025-12-14 00:27:58,2025-12-14 12:27:58,2025-12-16 10:27:58,15.461873,75.151923,"Complainant Kiran Poojary reported losing money to an online scam; amount debited via fraudulent links. Online Financial Fraud registered. Cyber cell tracing accused Chandrashekar Hegde, Peter Reddy.",25,Hubballi City,Hubballi City PS-1
2776,300140056202400001,202400001,2024-04-29,448,56,2,2,2,8,1,14,2024-04-26 15:17:23,2024-04-26 19:17:23,2024-04-28 13:17:23,15.237428,77.005421,Complainant Savitha Kumar reported an incident of Theft at the stated location. Peter Kulkarni was named as accused. Investigation taken up by jurisdictional police.,14,Ballari,Ballari PS-4
2777,100210083202400004,202400004,2024-08-18,676,83,1,2,2,10,1,21,2024-08-18 10:23:12,2024-08-18 10:23:12,2024-08-19 07:23:12,16.946589,75.627487,Complainant Lakshmi D'Souza stated that unknown persons on a motorcycle snatched her gold chain near Vijayapura area and fled. Case of Chain Snatching registered against Raghavendra Kumar.,21,Vijayapura,Vijayapura PS-3
2778,100250098202500020,202500020,2025-03-18,799,98,1,2,1,3,4,25,2025-03-14 14:56:12,2025-03-14 18:56:12,2025-03-16 15:56:12,15.489131,75.186123,"Complainant Sunitha reported an incident of Grievous Hurt at the stated location. Joseph Desai, Asha Swamy was named as accused. Investigation taken up by jurisdictional police.",25,Hubballi City,Hubballi City PS-2
2779,100300120202300006,202300006,2023-01-01,979,120,1,2,2,8,4,30,2022-12-30 09:28:27,2022-12-30 10:28:27,2022-12-31 08:28:27,12.867547,74.773346,Complainant Vani Poojary reported an incident of Theft at the stated location. Vinay Kumar was named as accused. Investigation taken up by jurisdictional police.,30,Dakshina Kannada,Dakshina Kannada PS-4
2780,100020005202300009,202300009,2023-07-04,37,5,1,2,4,13,4,2,2023-07-03 19:25:37,2023-07-04 02:25:37,2023-07-04 04:25:37,13.1641,77.605508,"Complainant Shruthi Acharya reported an incident of Cheating at the stated location. Meena Sheikh, Salman Murthy was named as accused. Investigation taken up by jurisdictional police.",2,Bengaluru Rural,Bengaluru Rural PS-1
2781,100270108202500006,202500006,2025-09-18,879,108,1,2,3,11,1,27,2025-09-17 20:35:49,2025-09-18 00:35:49,2025-09-18 13:35:49,14.707671,75.356922,"Complainant Roopa Khan reported an incident of Cruelty by Husband at the stated location. Santosh Desai, Asha Poojary was named as accused. Investigation taken up by jurisdictional police.",27,Haveri,Haveri PS-4
2782,300170065202300001,202300001,2023-08-20,516,65,2,2,2,10,2,17,2023-08-17 12:59:36,2023-08-17 12:59:36,2023-08-19 08:59:36,16.192075,77.209622,Complainant Asha Gowda stated that unknown persons on a motorcycle snatched her gold chain near Raichur area and fled. Case of Chain Snatching registered against Chandrashekar.,17,Raichur,Raichur PS-1
2783,100080032202300003,202300003,2023-07-14,253,32,1,2,5,16,2,8,2023-07-11 04:27:44,2023-07-11 11:27:44,2023-07-11 16:27:44,13.365129,77.004066,Complainant Lokesh Gowda reported an incident of Identity Theft at the stated location. Savitha Fernandes was named as accused. Investigation taken up by jurisdictional police.,8,Tumakuru,Tumakuru PS-4
2784,100310123202300007,202300007,2023-05-06,999,123,1,2,7,20,2,31,2023-05-05 10:56:19,2023-05-05 14:56:19,2023-05-07 12:56:19,12.399746,75.832086,Complainant Mahesh Swamy reported an incident of Unlawful Assembly at the stated location. Karthik Poojary was named as accused. Investigation taken up by jurisdictional police.,31,Kodagu,Kodagu PS-3
2785,100220088202400004,202400004,2024-08-06,716,88,1,1,1,1,1,22,2024-08-05 03:43:47,2024-08-05 05:43:47,2024-08-07 05:43:47,16.299931,75.600476,"Complainant Mary Acharya reported an incident of Murder at the stated location. Harish Swamy, Savitha Murthy, Salman Shetty was named as accused. Investigation taken up by jurisdictional police.",22,Bagalkote,Bagalkote PS-4
2786,100230092202300005,202300005,2023-06-05,751,92,1,2,2,10,5,23,2023-06-04 14:39:14,2023-06-04 23:39:14,2023-06-06 16:39:14,15.911938,74.358317,Complainant Karthik Naik stated that unknown persons on a motorcycle snatched her gold chain near Belagavi area and fled. Case of Chain Snatching registered against Chandrashekar.,23,Belagavi,Belagavi PS-4
2787,100250097202600008,202600008,2026-01-27,788,97,1,2,2,8,3,25,2026-01-25 06:00:51,2026-01-25 14:00:51,2026-01-27 02:00:51,15.50545,75.211523,Complainant Padma reported an incident of Theft at the stated location. Manjunath Acharya was named as accused. Investigation taken up by jurisdictional police.,25,Hubballi City,Hubballi City PS-1
2788,100290115202300003,202300003,2023-03-24,935,115,1,2,2,8,1,29,2023-03-22 02:04:32,2023-03-22 13:04:32,2023-03-24 01:04:32,13.333317,74.863014,Complainant Mary Poojary reported an incident of Theft at the stated location. Joseph Patil was named as accused. Investigation taken up by jurisdictional police.,29,Udupi,Udupi PS-3
2789,100100040202300002,202300002,2023-01-15,315,40,1,2,2,10,2,10,2023-01-14 15:21:05,2023-01-15 00:21:05,2023-01-15 20:21:05,13.415448,77.746329,Complainant Vinay Swamy stated that unknown persons on a motorcycle snatched her gold chain near Chikkaballapura area and fled. Case of Chain Snatching registered against Manjunath Hegde.,10,Chikkaballapura,Chikkaballapura PS-4
2790,100040014202500021,202500021,2025-01-26,105,14,1,2,1,3,1,4,2025-01-22 20:43:30,2025-01-23 00:43:30,2025-01-23 06:43:30,12.270927,76.729561,"Complainant Salman Shetty reported an incident of Grievous Hurt at the stated location. Kiran Kulkarni, Harish Swamy was named as accused. Investigation taken up by jurisdictional police.",4,Mysuru City,Mysuru City PS-2
2791,300180072202600001,202600001,2026-06-12,578,72,2,2,6,17,3,18,2026-06-11 06:41:08,2026-06-11 15:41:08,2026-06-12 06:41:08,17.309015,76.978284,"Complainant Sunitha Rao reported an incident of NDPS Possession at the stated location. Peter Desai, Nagaraj Murthy was named as accused. Investigation taken up by jurisdictional police.",18,Kalaburagi,Kalaburagi PS-4
2792,100210083202500003,202500003,2025-01-31,675,83,1,1,2,5,1,21,2025-01-29 14:16:04,2025-01-29 16:16:04,2025-01-31 12:16:04,16.866964,75.579112,"Complainant Savitha reported an incident of Robbery at the stated location. Lokesh Reddy, Raghavendra Sheikh was named as accused. Investigation taken up by jurisdictional police.",21,Vijayapura,Vijayapura PS-3
2793,100170066202400002,202400002,2024-01-19,523,66,1,2,2,8,4,17,2024-01-17 10:47:11,2024-01-17 17:47:11,2024-01-18 20:47:11,16.089615,77.432733,Complainant Mary Desai reported an incident of Theft at the stated location. Asha Fernandes was named as accused. Investigation taken up by jurisdictional police.,17,Raichur,Raichur PS-2
2794,100010004202400031,202400031,2024-06-08,26,4,1,1,3,12,1,1,2024-06-07 13:24:56,2024-06-07 22:24:56,2024-06-09 14:24:56,12.96035,77.475589,Complainant Kiran Fernandes reported an incident of Molestation at the stated location. Lokesh Gowda was named as accused. Investigation taken up by jurisdictional police.,1,Bengaluru City,Bengaluru City PS-4
2795,100280109202300004,202300004,2023-04-13,884,109,1,2,2,8,4,28,2023-04-12 23:34:17,2023-04-13 07:34:17,2023-04-14 03:34:17,14.771948,74.63971,Complainant Rekha Gowda reported an incident of Theft at the stated location. Manjunath Acharya was named as accused. Investigation taken up by jurisdictional police.,28,Uttara Kannada,Uttara Kannada PS-1
2796,100060023202400004,202400004,2024-08-20,173,23,1,1,2,5,2,6,2024-08-16 10:36:25,2024-08-16 18:36:25,2024-08-17 09:36:25,12.577193,76.91447,"Complainant Geetha Murthy reported an incident of Robbery at the stated location. Arun Kulkarni, Peter Poojary was named as accused. Investigation taken up by jurisdictional police.",6,Mandya,Mandya PS-3
2797,300220087202500001,202500001,2025-06-08,710,87,2,2,2,9,2,22,2025-06-06 00:29:14,2025-06-06 08:29:14,2025-06-07 11:29:14,16.155567,75.600518,Complainant Anand Kumar reported that his/her two-wheeler parked near Bagalkote area was stolen between the incident hours. Vehicle Theft case registered. Accused Umesh Kumar identified through CCTV footage.,22,Bagalkote,Bagalkote PS-3
2798,100250100202300030,202300030,2023-03-27,816,100,1,1,1,1,5,25,2023-03-25 04:07:34,2023-03-25 11:07:34,2023-03-26 17:07:34,15.24954,75.07847,Complainant Rekha Kumar reported an incident of Murder at the stated location. Kiran Acharya was named as accused. Investigation taken up by jurisdictional police.,25,Hubballi City,Hubballi City PS-4
2799,100190074202400005,202400005,2024-01-03,591,74,1,2,5,15,2,19,2024-01-03 02:55:38,2024-01-03 08:55:38,2024-01-04 20:55:38,17.866036,77.594457,Complainant Bhagya Rao reported losing money to an online scam; amount debited via fraudulent links. Online Financial Fraud registered. Cyber cell tracing accused Deepak D'Souza.,19,Bidar,Bidar PS-2
2800,100030009202600005,202600005,2026-05-16,62,9,1,2,7,20,2,3,2026-05-13 16:01:28,2026-05-13 21:01:28,2026-05-14 12:01:28,12.634658,77.210808,"Complainant Shobha Khan reported an incident of Unlawful Assembly at the stated location. Manjunath Rao, Asha Naik was named as accused. Investigation taken up by jurisdictional police.",3,Ramanagara,Ramanagara PS-1
2801,300130051202500001,202500001,2025-07-02,409,51,2,2,6,17,1,13,2025-06-30 05:34:36,2025-06-30 17:34:36,2025-07-02 13:34:36,14.372615,76.402847,Complainant Ravi Gowda reported an incident of NDPS Possession at the stated location. Umesh Kumar was named as accused. Investigation taken up by jurisdictional police.,13,Chitradurga,Chitradurga PS-3
2802,100300118202500007,202500007,2025-08-05,962,118,1,2,4,13,3,30,2025-08-01 23:46:36,2025-08-02 10:46:36,2025-08-04 10:46:36,13.007262,74.758893,Complainant Vani Kulkarni reported an incident of Cheating at the stated location. Anand Gowda was named as accused. Investigation taken up by jurisdictional police.,30,Dakshina Kannada,Dakshina Kannada PS-2
2803,100090033202300005,202300005,2023-11-08,262,33,1,2,1,3,4,9,2023-11-05 00:16:43,2023-11-05 02:16:43,2023-11-06 20:16:43,13.148635,78.03435,"Complainant Shivakumar Desai reported an incident of Grievous Hurt at the stated location. Basavaraj Rao, Fathima Rao was named as accused. Investigation taken up by jurisdictional police.",9,Kolar,Kolar PS-1
2804,100150058202300003,202300003,2023-03-12,462,58,1,2,1,4,2,15,2023-03-10 15:50:41,2023-03-10 16:50:41,2023-03-12 12:50:41,15.209173,76.418134,Complainant Santosh Hegde reported an incident of Simple Hurt at the stated location. Lokesh Patil was named as accused. Investigation taken up by jurisdictional police.,15,Vijayanagara,Vijayanagara PS-2
2805,300190074202300001,202300001,2023-05-01,594,74,2,1,2,5,1,19,2023-04-29 18:29:07,2023-04-29 23:29:07,2023-05-01 02:29:07,17.996193,77.614295,Complainant Lokesh reported an incident of Robbery at the stated location. Santosh Swamy was named as accused. Investigation taken up by jurisdictional police.,19,Bidar,Bidar PS-2
2806,100010002202500022,202500022,2025-02-14,8,2,1,2,2,8,1,1,2025-02-10 17:56:19,2025-02-10 19:56:19,2025-02-12 09:56:19,12.846063,77.447784,Complainant Lakshmi Rao reported an incident of Theft at the stated location. Kiran Shetty was named as accused. Investigation taken up by jurisdictional police.,1,Bengaluru City,Bengaluru City PS-2
2807,100230091202500002,202500002,2025-11-10,744,91,1,2,2,10,5,23,2025-11-08 01:22:49,2025-11-08 13:22:49,2025-11-09 18:22:49,15.865861,74.38014,Complainant Meena Sheikh stated that unknown persons on a motorcycle snatched her gold chain near Belagavi area and fled. Case of Chain Snatching registered against Arun Patil.,23,Belagavi,Belagavi PS-3
2808,100160064202300004,202300004,2023-09-14,513,64,1,2,4,13,3,16,2023-09-13 15:40:11,2023-09-14 02:40:11,2023-09-14 07:40:11,15.466781,76.089078,"Complainant Lokesh Murthy reported an incident of Cheating at the stated location. Raghavendra Murthy, Pooja, Harish Naik was named as accused. Investigation taken up by jurisdictional police.",16,Koppal,Koppal PS-4
2809,400110044202300001,202300001,2023-09-17,350,44,3,2,2,7,1,11,2023-09-15 23:14:28,2023-09-16 04:14:28,2023-09-17 12:14:28,13.890689,75.684718,Complainant Basavaraj Khan reported house break-in at Shivamogga area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Karthik Rao under investigation.,11,Shivamogga,Shivamogga PS-4
2810,100250098202500021,202500021,2025-02-18,799,98,1,1,3,12,4,25,2025-02-17 13:20:54,2025-02-17 23:20:54,2025-02-19 18:20:54,15.436308,74.99126,"Complainant Joseph Kumar reported an incident of Molestation at the stated location. Joseph, Manjula Fernandes was named as accused. Investigation taken up by jurisdictional police.",25,Hubballi City,Hubballi City PS-2
2811,100010003202600008,202600008,2026-06-22,19,3,1,2,2,8,4,1,2026-06-18 20:07:30,2026-06-18 21:07:30,2026-06-20 06:07:30,12.903054,77.690712,Complainant Mary Kulkarni reported an incident of Theft at the stated location. Mahesh Gowda was named as accused. Investigation taken up by jurisdictional police.,1,Bengaluru City,Bengaluru City PS-3
2812,800220088202300002,202300002,2023-07-15,713,88,4,2,4,14,5,22,2023-07-12 22:14:49,2023-07-13 05:14:49,2023-07-14 09:14:49,16.303533,75.701163,Complainant Anand D'Souza reported an incident of Criminal Breach of Trust at the stated location. Prakash Acharya was named as accused. Investigation taken up by jurisdictional police.,22,Bagalkote,Bagalkote PS-4
2813,100180070202400004,202400004,2024-08-26,564,70,1,2,5,16,2,18,2024-08-25 18:28:25,2024-08-26 06:28:25,2024-08-28 00:28:25,17.286976,76.825136,Complainant Chandrashekar reported an incident of Identity Theft at the stated location. Prakash Gowda was named as accused. Investigation taken up by jurisdictional police.,18,Kalaburagi,Kalaburagi PS-2
2814,100270108202600004,202600004,2026-05-07,878,108,1,2,5,16,2,27,2026-05-04 12:12:08,2026-05-04 20:12:08,2026-05-05 14:12:08,14.811601,75.543119,Complainant Joseph Sheikh reported an incident of Identity Theft at the stated location. Joseph Fernandes was named as accused. Investigation taken up by jurisdictional police.,27,Haveri,Haveri PS-4
2815,100250098202300037,202300037,2023-03-17,802,98,1,2,1,4,2,25,2023-03-15 04:40:36,2023-03-15 09:40:36,2023-03-15 20:40:36,15.313526,75.215467,Complainant Salman Murthy reported an incident of Simple Hurt at the stated location. Venkatesh Fernandes was named as accused. Investigation taken up by jurisdictional police.,25,Hubballi City,Hubballi City PS-2
2816,100190074202500002,202500002,2025-07-05,595,74,1,2,2,8,1,19,2025-07-02 11:30:40,2025-07-02 13:30:40,2025-07-04 12:30:40,17.880875,77.570485,Complainant Karthik Hegde reported an incident of Theft at the stated location. Lokesh Kumar was named as accused. Investigation taken up by jurisdictional police.,19,Bidar,Bidar PS-2
